gender,SeniorCitizen,tenure,Contract,MonthlyCharges,TotalCharges,Churn,CustomerSegment,ChurnProba,RiskCategory
Male,0,50,One year,20.35,938.95,No,Low Value,0.0038445357,Low Risk
Male,1,23,Month-to-month,90.0,2024.1,No,High Value,0.25348526,Low Risk
Female,0,67,Two year,54.2,3623.95,No,High Value,0.00831318,Low Risk
Female,0,25,Month-to-month,99.5,2369.05,Yes,High Value,0.7848405,High Risk
Female,1,39,One year,99.1,3877.95,No,High Value,0.16355653,Low Risk
Female,0,69,Two year,66.9,4577.9,No,High Value,0.0039579463,Low Risk
Female,0,1,One year,25.85,25.85,No,Low Value,0.08227432,Low Risk
Male,0,32,Month-to-month,91.05,2871.5,No,High Value,0.2358868,Low Risk
Female,0,9,Month-to-month,71.0,672.55,Yes,Low Value,0.47168338,Medium Risk
Female,0,16,Month-to-month,93.2,1573.7,Yes,Medium Value,0.42982203,Medium Risk
Male,0,60,Two year,20.95,1270.55,No,Medium Value,0.0044640717,Low Risk
Female,0,72,Two year,109.2,7711.45,No,High Value,0.021786734,Low Risk
Male,0,5,Month-to-month,19.35,126.05,Yes,Low Value,0.39057198,Medium Risk
Female,1,26,Month-to-month,85.8,2193.65,No,Medium Value,0.29538628,Low Risk
Male,0,3,Month-to-month,19.85,64.55,Yes,Low Value,0.16708434,Low Risk
Male,0,2,Month-to-month,19.65,31.2,No,Low Value,0.21219976,Low Risk
Female,0,2,One year,20.5,38.25,No,Low Value,0.02661166,Low Risk
Female,0,36,One year,89.65,3348.1,No,High Value,0.04653666,Low Risk
Male,0,7,Month-to-month,74.35,533.6,No,Medium Value,0.2945902,Low Risk
Female,1,60,Two year,49.45,2907.55,No,Medium Value,0.025171973,Low Risk
Female,0,19,Month-to-month,89.1,1620.8,No,Medium Value,0.45933485,Medium Risk
Male,1,45,Two year,75.15,3480.35,No,High Value,0.023517905,Low Risk
Male,1,4,Month-to-month,70.65,293.85,No,Low Value,0.3163611,Low Risk
Female,0,31,Month-to-month,104.2,3243.45,Yes,High Value,0.5990601,Medium Risk
Male,0,47,Month-to-month,90.05,4137.2,No,High Value,0.11230437,Low Risk
Male,0,1,Month-to-month,79.25,79.25,Yes,Low Value,0.96272135,High Risk
Female,0,1,Month-to-month,44.9,44.9,Yes,Low Value,0.466027,Medium Risk
Female,0,1,Month-to-month,19.4,19.4,No,Low Value,0.15173233,Low Risk
Female,1,59,Month-to-month,88.75,5348.65,No,High Value,0.13832442,Low Risk
Male,0,10,Month-to-month,70.1,659.65,Yes,Low Value,0.54355377,Medium Risk
Male,1,35,Month-to-month,91.0,3180.5,No,High Value,0.12223368,Low Risk
Male,0,4,Month-to-month,29.65,118.5,Yes,Low Value,0.51196325,Medium Risk
Male,0,32,One year,90.8,3023.85,No,High Value,0.09535732,Low Risk
Male,0,43,Month-to-month,77.85,3365.85,Yes,Medium Value,0.6025502,Medium Risk
Male,0,4,Month-to-month,54.3,195.3,Yes,Low Value,0.72822595,High Risk
Female,1,54,Two year,18.95,1031.1,No,Low Value,0.022866543,Low Risk
Female,1,11,Month-to-month,95.15,997.65,Yes,Medium Value,0.7856981,High Risk
Female,1,66,Two year,102.4,6471.85,No,High Value,0.059823226,Low Risk
Male,0,61,One year,99.9,6241.35,No,High Value,0.5029333,Medium Risk
Male,0,72,Two year,88.7,6501.35,No,High Value,0.0012599461,Low Risk
Male,0,44,One year,54.3,2317.1,No,Medium Value,0.13005273,Low Risk
Male,0,41,Month-to-month,55.7,2237.55,No,Medium Value,0.18534471,Low Risk
Male,0,50,One year,103.95,5231.3,No,High Value,0.3991335,Medium Risk
Male,0,47,One year,110.85,5275.8,Yes,High Value,0.5369421,Medium Risk
Male,0,8,Two year,20.15,165.5,No,Low Value,0.008950699,Low Risk
Male,0,18,Month-to-month,20.05,358.5,No,Low Value,0.03971442,Low Risk
Male,0,72,Two year,91.95,6614.9,No,High Value,0.0012176771,Low Risk
Male,0,1,Month-to-month,80.5,80.5,Yes,Low Value,0.88030136,High Risk
Female,1,42,Month-to-month,55.65,2421.75,No,Medium Value,0.44809285,Medium Risk
Female,1,18,Month-to-month,74.7,1294.6,No,Medium Value,0.38747868,Medium Risk
Female,0,13,One year,104.15,1299.1,No,High Value,0.1992656,Low Risk
Female,0,68,One year,83.65,5733.4,No,High Value,0.068860605,Low Risk
Male,0,4,Month-to-month,72.2,305.55,Yes,Low Value,0.7406447,High Risk
Male,0,69,Two year,110.05,7430.75,No,High Value,0.19198647,Low Risk
Male,0,17,Month-to-month,51.5,900.5,Yes,Low Value,0.27622932,Low Risk
Male,0,25,Two year,25.5,630.6,No,Low Value,0.0140093425,Low Risk
Male,1,43,Month-to-month,89.55,3856.75,Yes,High Value,0.44385502,Medium Risk
Female,0,59,Two year,19.5,1222.65,No,Low Value,0.005258325,Low Risk
Female,1,5,Month-to-month,80.7,374.8,No,Medium Value,0.20244332,Low Risk
Male,0,21,One year,77.5,1625.0,Yes,Medium Value,0.15224507,Low Risk
Female,0,69,One year,105.1,7234.8,No,High Value,0.015734687,Low Risk
Male,0,13,Month-to-month,25.15,331.85,No,Low Value,0.19767086,Low Risk
Male,0,42,Month-to-month,95.25,3959.35,Yes,High Value,0.23233357,Low Risk
Male,0,52,Month-to-month,95.65,5088.4,No,High Value,0.227187,Low Risk
Male,1,46,Month-to-month,85.0,3969.4,Yes,High Value,0.3850325,Medium Risk
Male,0,61,Two year,80.8,4860.85,No,High Value,0.008464508,Low Risk
Male,0,29,One year,24.85,788.05,No,Low Value,0.068289265,Low Risk
Female,0,25,One year,54.75,1266.35,No,Medium Value,0.03889519,Low Risk
Female,0,5,Month-to-month,85.75,470.95,Yes,Medium Value,0.83985525,High Risk
Male,0,15,One year,50.75,688.2,No,Medium Value,0.18981054,Low Risk
Female,0,19,Two year,20.15,387.7,No,Low Value,0.0046559162,Low Risk
Male,0,44,Two year,20.05,845.25,No,Low Value,0.0027852668,Low Risk
Female,1,6,Month-to-month,98.25,560.6,Yes,Medium Value,0.93199867,High Risk
Male,0,58,Two year,71.6,4230.25,No,High Value,0.006426267,Low Risk
Male,0,62,One year,81.45,4983.05,No,High Value,0.014982991,Low Risk
Female,0,70,One year,58.4,4113.15,No,High Value,0.021797504,Low Risk
Female,1,1,Month-to-month,25.7,25.7,Yes,Low Value,0.8674778,High Risk
Male,0,10,Two year,53.7,521.0,No,Medium Value,0.012097154,Low Risk
Male,0,26,One year,19.6,471.85,No,Low Value,0.010998483,Low Risk
Male,0,66,Month-to-month,89.4,5976.9,No,High Value,0.1381755,Low Risk
Female,0,7,Month-to-month,69.0,506.9,Yes,Low Value,0.6170245,Medium Risk
Male,0,51,One year,84.2,4299.75,No,High Value,0.07749283,Low Risk
Male,0,72,Two year,106.1,7548.6,No,High Value,0.003474357,Low Risk
Male,0,65,Two year,25.75,1654.75,No,Medium Value,0.002871209,Low Risk
Male,0,2,Month-to-month,46.05,80.35,Yes,Low Value,0.6516819,High Risk
Male,0,70,One year,64.95,4551.5,No,High Value,0.01769956,Low Risk
Male,0,72,Two year,85.45,6227.5,No,High Value,0.002870914,Low Risk
Female,0,1,Month-to-month,20.05,20.05,No,Low Value,0.424374,Medium Risk
Female,1,1,Month-to-month,76.4,76.4,Yes,Low Value,0.95153856,High Risk
Female,0,5,Month-to-month,100.5,514.0,Yes,Medium Value,0.876105,High Risk
Male,0,3,Month-to-month,20.7,57.5,No,Low Value,0.059793662,Low Risk
Male,0,58,Two year,25.3,1474.35,No,Medium Value,0.008489926,Low Risk
Male,1,22,Month-to-month,40.05,880.2,Yes,Medium Value,0.55785555,Medium Risk
Male,1,33,Month-to-month,100.6,3270.25,No,High Value,0.2606,Low Risk
Male,0,1,Month-to-month,69.95,69.95,Yes,Low Value,0.8259558,High Risk
Male,1,54,Month-to-month,74.0,3919.15,No,Medium Value,0.27591243,Low Risk
Male,0,72,Two year,99.4,7285.7,No,High Value,0.05699686,Low Risk
Male,0,1,Month-to-month,93.3,93.3,Yes,Medium Value,0.86960256,High Risk
Male,0,3,Month-to-month,49.15,169.05,Yes,Low Value,0.7308088,High Risk
Female,0,72,Two year,107.45,7658.3,No,High Value,0.006671591,Low Risk
Female,0,72,Two year,83.6,5959.3,No,High Value,0.001387522,Low Risk
Male,1,54,Month-to-month,99.05,5295.7,No,High Value,0.5588528,Medium Risk
Female,0,59,One year,80.1,4693.2,No,High Value,0.03461064,Low Risk
Male,0,54,Two year,65.3,3512.9,No,High Value,0.008533035,Low Risk
Male,0,60,Two year,89.55,5231.2,No,High Value,0.08713605,Low Risk
Female,0,60,Two year,60.8,3603.45,No,High Value,0.007773625,Low Risk
Male,0,3,Month-to-month,74.5,217.45,No,Low Value,0.6618367,High Risk
Female,0,69,Two year,99.15,6875.35,No,High Value,0.026198521,Low Risk
Female,0,1,Month-to-month,19.25,19.25,No,Low Value,0.24214,Low Risk
Male,0,50,Month-to-month,39.45,2021.35,No,Medium Value,0.03149853,Low Risk
Female,0,56,Month-to-month,44.85,2564.95,No,Medium Value,0.17884663,Low Risk
Female,0,60,Two year,97.2,5611.75,No,High Value,0.033746116,Low Risk
Male,1,69,One year,110.55,7610.1,No,High Value,0.10376454,Low Risk
Female,0,1,Month-to-month,35.05,35.05,Yes,Low Value,0.6290121,Medium Risk
Female,1,1,Month-to-month,73.0,73.0,Yes,Low Value,0.8506608,High Risk
Female,0,3,Month-to-month,19.9,45.75,No,Low Value,0.11403721,Low Risk
Male,0,60,Two year,76.95,4543.95,No,High Value,0.0055389716,Low Risk
Female,0,13,Two year,35.4,450.4,No,Low Value,0.012375815,Low Risk
Male,0,62,Two year,20.45,1297.35,No,Medium Value,0.0027039007,Low Risk
Female,0,45,One year,96.75,4442.75,No,High Value,0.046503115,Low Risk
Female,0,25,One year,54.2,1423.15,No,Medium Value,0.03863995,Low Risk
Male,0,44,Two year,100.1,4378.35,No,High Value,0.026891204,Low Risk
Female,0,2,Month-to-month,45.25,74.2,No,Low Value,0.43939406,Medium Risk
Male,1,33,Month-to-month,83.85,2716.3,Yes,Medium Value,0.46281874,Medium Risk
Female,0,1,Month-to-month,70.1,70.1,Yes,Low Value,0.7679465,High Risk
Female,0,22,One year,20.85,450.65,No,Low Value,0.024148345,Low Risk
Female,0,35,Month-to-month,33.45,1175.85,No,Medium Value,0.08810289,Low Risk
Female,0,29,Two year,20.2,558.8,No,Low Value,0.002675953,Low Risk
Male,1,27,One year,85.9,2220.1,No,Medium Value,0.061175365,Low Risk
Male,0,54,One year,61.0,3283.05,No,Medium Value,0.020969028,Low Risk
Female,1,2,Month-to-month,70.65,142.35,Yes,Low Value,0.5116895,Medium Risk
Male,0,57,One year,86.9,4939.25,No,High Value,0.24725096,Low Risk
Male,0,62,Two year,69.4,4237.5,No,High Value,0.004852186,Low Risk
Female,0,15,One year,20.35,335.95,No,Low Value,0.028367741,Low Risk
Male,0,2,Month-to-month,20.35,33.2,Yes,Low Value,0.25591487,Low Risk
Female,0,70,Two year,104.3,7188.5,No,High Value,0.092909634,Low Risk
Female,0,21,Month-to-month,44.95,926.25,No,Low Value,0.17249301,Low Risk
Female,0,23,One year,49.45,1119.35,No,Medium Value,0.05708699,Low Risk
Male,0,6,One year,20.6,116.6,No,Low Value,0.014950822,Low Risk
Male,0,4,Two year,19.55,68.8,No,Low Value,0.008923108,Low Risk
Female,0,3,Month-to-month,99.0,287.4,Yes,Medium Value,0.8320106,High Risk
Female,0,23,Month-to-month,93.5,2341.55,No,Medium Value,0.6977614,High Risk
Male,0,26,One year,54.55,1362.85,No,Medium Value,0.033434838,Low Risk
Female,0,8,Month-to-month,20.05,163.6,No,Low Value,0.07072083,Low Risk
Male,0,26,Month-to-month,83.95,2254.2,Yes,Medium Value,0.69899344,High Risk
Male,0,2,Month-to-month,79.45,145.15,No,Low Value,0.78541046,High Risk
Male,0,67,Two year,116.2,7752.3,Yes,High Value,0.4356002,Medium Risk
Female,0,71,Two year,93.7,6585.35,Yes,High Value,0.2973951,Low Risk
Female,0,59,One year,79.85,4786.1,No,High Value,0.07132403,Low Risk
Male,0,39,One year,100.0,3835.55,No,High Value,0.1659165,Low Risk
Male,0,21,Two year,19.6,397.0,No,Low Value,0.0064846347,Low Risk
Male,0,1,Month-to-month,19.7,19.7,Yes,Low Value,0.4260875,Medium Risk
Female,0,48,Two year,20.2,1027.25,No,Low Value,0.007350278,Low Risk
Female,1,31,One year,50.4,1580.1,No,Medium Value,0.06890828,Low Risk
Female,0,64,One year,113.35,7222.75,No,High Value,0.031471573,Low Risk
Male,0,46,Month-to-month,80.0,3769.7,No,Medium Value,0.25085276,Low Risk
Female,0,52,Two year,80.95,4233.95,No,High Value,0.0070861275,Low Risk
Female,0,67,Two year,24.9,1680.25,No,Medium Value,0.0011410889,Low Risk
Female,1,67,Month-to-month,54.9,3725.5,No,Medium Value,0.09628884,Low Risk
Female,0,5,Month-to-month,75.55,413.65,Yes,Low Value,0.6325885,Medium Risk
Female,0,71,Two year,109.25,7707.7,No,High Value,0.1495548,Low Risk
Female,0,9,Month-to-month,77.65,714.15,Yes,Medium Value,0.5370967,Medium Risk
Female,1,26,Month-to-month,95.0,2497.2,Yes,High Value,0.7307693,High Risk
Male,0,71,One year,116.3,8309.55,No,High Value,0.11038401,Low Risk
Female,0,32,Month-to-month,19.9,601.55,No,Low Value,0.041996606,Low Risk
Female,0,2,Month-to-month,70.35,139.25,No,Low Value,0.5495086,Medium Risk
Female,0,71,Two year,25.6,1888.25,No,Medium Value,0.0038728681,Low Risk
Female,0,60,One year,44.45,2773.9,No,Medium Value,0.03009605,Low Risk
Female,1,55,One year,100.15,5409.75,No,High Value,0.35336268,Medium Risk
Male,0,54,One year,105.4,5643.4,Yes,High Value,0.5676165,Medium Risk
Male,0,2,Month-to-month,95.85,197.7,Yes,Medium Value,0.82794124,High Risk
Female,0,6,Month-to-month,73.85,401.3,No,Low Value,0.7701229,High Risk
Female,0,48,Two year,70.1,3238.4,No,High Value,0.023821587,Low Risk
Male,0,63,Two year,25.25,1573.05,No,Medium Value,0.0013909228,Low Risk
Male,0,1,Month-to-month,79.15,79.15,Yes,Low Value,0.9688777,High Risk
Male,0,12,Month-to-month,21.05,235.8,No,Low Value,0.082818456,Low Risk
Male,1,54,Month-to-month,24.95,1364.75,No,Medium Value,0.10467193,Low Risk
Female,0,30,One year,64.5,1985.15,No,Medium Value,0.049765646,Low Risk
Female,0,30,Month-to-month,19.65,655.85,Yes,Low Value,0.37317052,Medium Risk
Female,0,4,Month-to-month,79.0,303.15,Yes,Medium Value,0.7170365,High Risk
Female,0,40,One year,105.95,4335.2,No,High Value,0.23617277,Low Risk
Female,0,9,Month-to-month,75.85,647.5,No,Medium Value,0.59131825,Medium Risk
Female,0,17,Month-to-month,91.85,1574.45,Yes,Medium Value,0.5440271,Medium Risk
Female,0,62,Two year,43.6,2748.7,No,Medium Value,0.011689368,Low Risk
Male,0,28,One year,91.25,2483.65,No,High Value,0.06095795,Low Risk
Female,0,70,Two year,89.75,6367.2,No,High Value,0.005430898,Low Risk
Female,0,46,Two year,104.4,4904.2,No,High Value,0.09515692,Low Risk
Female,0,23,Month-to-month,90.15,2044.95,No,Medium Value,0.32234654,Low Risk
Male,0,47,One year,40.3,1794.8,No,Medium Value,0.03715111,Low Risk
Male,0,68,Two year,105.25,7173.15,No,High Value,0.08365651,Low Risk
Female,1,60,One year,106.0,6441.4,Yes,High Value,0.42578754,Medium Risk
Female,0,67,Two year,104.0,7039.05,No,High Value,0.051254157,Low Risk
Female,0,14,Month-to-month,69.65,921.4,No,Medium Value,0.33325416,Low Risk
Male,0,57,Month-to-month,74.3,4018.35,No,Medium Value,0.22888531,Low Risk
Female,0,55,One year,100.9,5448.6,No,High Value,0.057777494,Low Risk
Male,0,1,Month-to-month,20.25,20.25,No,Low Value,0.33995315,Low Risk
Male,0,1,Month-to-month,49.9,49.9,Yes,Low Value,0.22356398,Low Risk
Male,0,23,Month-to-month,96.9,2085.45,No,High Value,0.18710524,Low Risk
Female,0,13,Month-to-month,100.35,1358.85,Yes,High Value,0.82347155,High Risk
Male,0,47,Month-to-month,104.1,5135.15,No,High Value,0.533482,Medium Risk
Male,0,38,One year,20.1,730.1,No,Low Value,0.006308707,Low Risk
Female,1,38,Month-to-month,74.95,2869.85,Yes,Medium Value,0.53820276,Medium Risk
Female,1,2,Month-to-month,56.55,118.25,No,Low Value,0.6488406,Medium Risk
Male,1,1,Month-to-month,49.25,49.25,Yes,Low Value,0.29489386,Low Risk
Male,0,15,Month-to-month,68.6,1108.6,No,Low Value,0.42627102,Medium Risk
Female,0,26,Month-to-month,69.05,1815.65,No,Medium Value,0.23269518,Low Risk
Female,0,35,Two year,19.7,730.4,No,Low Value,0.009975514,Low Risk
Male,0,3,Month-to-month,20.05,75.45,No,Low Value,0.08091611,Low Risk
Male,0,50,Month-to-month,103.7,5071.05,Yes,High Value,0.6458282,Medium Risk
Male,0,42,Month-to-month,94.4,4014.6,No,High Value,0.17747416,Low Risk
Male,0,10,Month-to-month,54.95,568.85,No,Low Value,0.16166845,Low Risk
Female,0,61,One year,93.7,5860.7,No,High Value,0.025039788,Low Risk
Female,0,68,Two year,110.25,7279.35,No,High Value,0.122246146,Low Risk
Male,0,10,One year,98.9,1064.95,No,High Value,0.65849817,High Risk
Male,0,65,One year,89.75,5769.6,Yes,High Value,0.3623006,Medium Risk
Female,0,72,Two year,80.45,5886.85,No,High Value,0.0016448017,Low Risk
Male,0,55,Month-to-month,79.4,4238.45,No,High Value,0.12358672,Low Risk
Female,0,1,Month-to-month,20.3,20.3,Yes,Low Value,0.35553065,Medium Risk
Female,0,7,Month-to-month,62.8,418.3,No,Medium Value,0.21654391,Low Risk
Female,0,2,Month-to-month,74.9,136.05,No,Low Value,0.746693,High Risk
Female,0,9,Month-to-month,74.85,708.2,No,Medium Value,0.56552535,Medium Risk
Male,0,27,Two year,25.85,788.55,No,Low Value,0.032216318,Low Risk
Male,1,7,Month-to-month,101.95,700.85,Yes,Medium Value,0.89757955,High Risk
Female,0,64,Two year,68.3,4378.8,No,High Value,0.032885056,Low Risk
Male,0,70,Two year,48.4,3442.8,No,High Value,0.011672935,Low Risk
Male,1,2,Month-to-month,94.0,181.7,Yes,Medium Value,0.93467104,High Risk
Male,1,67,Two year,105.05,7171.7,No,High Value,0.18695955,Low Risk
Female,0,45,Month-to-month,89.3,4016.85,Yes,High Value,0.39638677,Medium Risk
Female,0,24,Two year,25.15,553.0,No,Low Value,0.019717395,Low Risk
Male,0,4,Two year,19.5,96.85,No,Low Value,0.004842961,Low Risk
Male,0,44,Month-to-month,92.95,4122.9,No,High Value,0.14236578,Low Risk
Female,0,72,Two year,20.7,1482.3,No,Medium Value,0.0007491051,Low Risk
Female,0,1,Month-to-month,74.3,74.3,Yes,Low Value,0.7239581,High Risk
Male,0,66,Two year,19.35,1240.8,No,Medium Value,0.026638871,Low Risk
Male,0,1,Month-to-month,44.65,44.65,Yes,Low Value,0.3218908,Low Risk
Male,0,13,Month-to-month,84.05,1095.3,Yes,Medium Value,0.5045425,Medium Risk
Male,0,10,Month-to-month,80.7,788.8,Yes,Medium Value,0.7191547,High Risk
Male,1,65,Month-to-month,104.35,6578.55,No,High Value,0.31730786,Low Risk
Male,0,1,Month-to-month,19.55,19.55,No,Low Value,0.30633727,Low Risk
Male,0,38,One year,74.05,2802.3,No,High Value,0.10829535,Low Risk
Male,0,23,Two year,40.1,857.75,No,Medium Value,0.0070635877,Low Risk
Female,0,10,One year,20.1,184.4,No,Low Value,0.028038055,Low Risk
Male,0,4,Month-to-month,101.7,364.55,Yes,Medium Value,0.8686546,High Risk
Male,0,72,Two year,83.55,6093.3,No,High Value,0.0016500704,Low Risk
Female,0,35,Month-to-month,56.85,1861.1,No,Medium Value,0.05999173,Low Risk
Female,0,1,Month-to-month,20.4,20.4,Yes,Low Value,0.1799112,Low Risk
Female,0,58,Two year,19.55,1079.65,No,Low Value,0.026895655,Low Risk
Male,0,70,One year,106.15,7475.1,No,High Value,0.14118674,Low Risk
Male,0,38,One year,78.95,2862.55,No,High Value,0.07139515,Low Risk
Female,0,60,Month-to-month,49.75,3069.45,No,Medium Value,0.13065122,Low Risk
Male,0,26,Month-to-month,92.4,2349.8,No,High Value,0.3984687,Medium Risk
Female,0,8,One year,58.2,469.25,No,Medium Value,0.035572328,Low Risk
Male,0,41,One year,102.6,4213.35,Yes,High Value,0.5955558,Medium Risk
Female,1,36,Month-to-month,91.95,3301.05,No,High Value,0.2341815,Low Risk
Male,1,54,One year,65.25,3529.95,No,High Value,0.042172108,Low Risk
Male,0,71,Two year,106.0,7723.7,Yes,High Value,0.5893592,Medium Risk
Female,0,55,Month-to-month,73.1,4144.9,No,Medium Value,0.36545834,Medium Risk
Female,0,72,Two year,59.75,4265.0,No,High Value,0.002415436,Low Risk
Female,0,3,Month-to-month,55.1,154.65,Yes,Low Value,0.6150178,Medium Risk
Female,0,54,Two year,59.8,3246.45,No,Medium Value,0.011368545,Low Risk
Male,0,72,Two year,116.6,8337.45,No,High Value,0.0072127995,Low Risk
Male,0,52,Two year,109.3,5731.4,No,High Value,0.28002587,Low Risk
Female,1,60,One year,101.4,6176.6,No,High Value,0.17641458,Low Risk
Female,0,39,Month-to-month,50.65,1905.4,No,Medium Value,0.24355322,Low Risk
Female,0,15,One year,56.15,931.9,No,Low Value,0.07800663,Low Risk
Male,0,69,Two year,106.5,7348.8,Yes,High Value,0.8387373,High Risk
Male,0,43,One year,19.2,776.25,No,Low Value,0.0037618987,Low Risk
Female,1,63,One year,83.0,5243.05,No,High Value,0.018918382,Low Risk
Male,1,2,Month-to-month,70.1,141.65,No,Low Value,0.43450254,Medium Risk
Female,0,72,Two year,108.3,7679.65,No,High Value,0.012751916,Low Risk
Female,0,32,Month-to-month,91.05,2954.5,Yes,High Value,0.31669632,Low Risk
Male,0,40,Two year,25.25,1006.9,No,Low Value,0.0057339915,Low Risk
Female,0,58,One year,45.35,2540.1,No,Medium Value,0.071515836,Low Risk
Male,0,67,Two year,43.9,3097.2,No,Medium Value,0.037119567,Low Risk
Female,1,51,Month-to-month,77.5,3807.35,Yes,Medium Value,0.7577205,High Risk
Male,0,31,One year,79.3,2484.0,No,High Value,0.15802553,Low Risk
Male,1,69,Month-to-month,84.9,5785.65,No,High Value,0.20011649,Low Risk
Male,0,32,One year,79.25,2619.15,No,Medium Value,0.16229652,Low Risk
Female,0,21,Two year,71.05,1524.85,No,Medium Value,0.012565102,Low Risk
Male,0,52,One year,53.75,2790.65,No,Medium Value,0.028568953,Low Risk
Female,0,72,Two year,24.25,1784.5,No,Medium Value,0.0010398518,Low Risk
Female,0,72,Two year,54.2,3937.45,Yes,High Value,0.45390296,Medium Risk
Male,0,52,One year,44.25,2276.1,No,Medium Value,0.027002692,Low Risk
Female,0,41,One year,50.05,2029.05,No,Medium Value,0.028873716,Low Risk
Male,0,41,Two year,20.15,802.35,No,Low Value,0.0029023106,Low Risk
